id,date,domainId,serviceId,environment,costAmount
cost-11923,2025-11-18,clearwater-sales,s3,dev,16.03
cost-11924,2025-11-18,clearwater-sales,s3,uat,29.69
cost-11925,2025-11-18,clearwater-sales,s3,prod,95.18
cost-11926,2025-11-18,clearwater-sales,lambda,dev,42.90
cost-11927,2025-11-18,clearwater-sales,lambda,uat,88.31
cost-11928,2025-11-18,clearwater-sales,lambda,prod,261.38
cost-11929,2025-11-18,clearwater-sales,eks,dev,13.77
cost-11930,2025-11-18,clearwater-sales,eks,uat,26.34
cost-11931,2025-11-18,clearwater-sales,eks,prod,99.82
cost-11932,2025-11-18,clearwater-sales,cloudwatch,dev,11.73
cost-11933,2025-11-18,clearwater-sales,cloudwatch,uat,19.91
cost-11934,2025-11-18,clearwater-sales,cloudwatch,prod,75.86
cost-11935,2025-11-18,clearwater-collateral,ec2,dev,16.26
cost-11936,2025-11-18,clearwater-collateral,ec2,uat,25.46
cost-11937,2025-11-18,clearwater-collateral,ec2,prod,112.16
cost-11938,2025-11-18,clearwater-collateral,rds,dev,37.62
cost-11939,2025-11-18,clearwater-collateral,rds,uat,72.34
cost-11940,2025-11-18,clearwater-collateral,rds,prod,231.03
cost-11941,2025-11-18,clearwater-collateral,s3,dev,32.10
cost-11942,2025-11-18,clearwater-collateral,s3,uat,64.63
cost-11943,2025-11-18,clearwater-collateral,s3,prod,228.33
cost-11944,2025-11-18,clearwater-collateral,lambda,dev,7.59
cost-11945,2025-11-18,clearwater-collateral,lambda,uat,16.86
cost-11946,2025-11-18,clearwater-collateral,lambda,prod,60.44
cost-11947,2025-11-18,clearwater-collateral,eks,dev,6.66
cost-11948,2025-11-18,clearwater-collateral,eks,uat,13.32
cost-11949,2025-11-18,clearwater-collateral,eks,prod,51.67
cost-11950,2025-11-18,clearwater-collateral,cloudwatch,dev,4.53
cost-11951,2025-11-18,clearwater-collateral,cloudwatch,uat,9.38
cost-11952,2025-11-18,clearwater-collateral,cloudwatch,prod,35.53
cost-11953,2025-11-19,clearwater-trade,ec2,dev,96.71
cost-11954,2025-11-19,clearwater-trade,ec2,uat,198.96
cost-11955,2025-11-19,clearwater-trade,ec2,prod,780.42
cost-11956,2025-11-19,clearwater-trade,rds,dev,66.45
cost-11957,2025-11-19,clearwater-trade,rds,uat,137.35
cost-11958,2025-11-19,clearwater-trade,rds,prod,576.16
cost-11959,2025-11-19,clearwater-trade,s3,dev,14.97
cost-11960,2025-11-19,clearwater-trade,s3,uat,29.94
cost-11961,2025-11-19,clearwater-trade,s3,prod,86.28
cost-11962,2025-11-19,clearwater-trade,lambda,dev,27.83
cost-11963,2025-11-19,clearwater-trade,lambda,uat,60.74
cost-11964,2025-11-19,clearwater-trade,lambda,prod,173.39
cost-11965,2025-11-19,clearwater-trade,eks,dev,50.61
cost-11966,2025-11-19,clearwater-trade,eks,uat,98.90
cost-11967,2025-11-19,clearwater-trade,eks,prod,457.52
cost-11968,2025-11-19,clearwater-trade,cloudwatch,dev,14.93
cost-11969,2025-11-19,clearwater-trade,cloudwatch,uat,29.76
cost-11970,2025-11-19,clearwater-trade,cloudwatch,prod,111.27
cost-11971,2025-11-19,clearwater-settlement,ec2,dev,76.13
cost-11972,2025-11-19,clearwater-settlement,ec2,uat,163.17
cost-11973,2025-11-19,clearwater-settlement,ec2,prod,465.30
cost-11974,2025-11-19,clearwater-settlement,rds,dev,79.94
cost-11975,2025-11-19,clearwater-settlement,rds,uat,160.80
cost-11976,2025-11-19,clearwater-settlement,rds,prod,538.57
cost-11977,2025-11-19,clearwater-settlement,s3,dev,18.02
cost-11978,2025-11-19,clearwater-settlement,s3,uat,38.90
cost-11979,2025-11-19,clearwater-settlement,s3,prod,148.14
cost-11980,2025-11-19,clearwater-settlement,lambda,dev,29.58
cost-11981,2025-11-19,clearwater-settlement,lambda,uat,62.16
cost-11982,2025-11-19,clearwater-settlement,lambda,prod,238.15
cost-11983,2025-11-19,clearwater-settlement,eks,dev,38.98
cost-11984,2025-11-19,clearwater-settlement,eks,uat,75.27
cost-11985,2025-11-19,clearwater-settlement,eks,prod,271.93
cost-11986,2025-11-19,clearwater-settlement,cloudwatch,dev,10.95
cost-11987,2025-11-19,clearwater-settlement,cloudwatch,uat,23.40
cost-11988,2025-11-19,clearwater-settlement,cloudwatch,prod,85.88
cost-11989,2025-11-19,clearwater-sales,ec2,dev,35.18
cost-11990,2025-11-19,clearwater-sales,ec2,uat,57.74
cost-11991,2025-11-19,clearwater-sales,ec2,prod,246.19
cost-11992,2025-11-19,clearwater-sales,rds,dev,22.02
cost-11993,2025-11-19,clearwater-sales,rds,uat,35.85
cost-11994,2025-11-19,clearwater-sales,rds,prod,131.70
cost-11995,2025-11-19,clearwater-sales,s3,dev,15.23
cost-11996,2025-11-19,clearwater-sales,s3,uat,33.70
cost-11997,2025-11-19,clearwater-sales,s3,prod,100.08
cost-11998,2025-11-19,clearwater-sales,lambda,dev,39.31
cost-11999,2025-11-19,clearwater-sales,lambda,uat,79.94
cost-12000,2025-11-19,clearwater-sales,lambda,prod,277.34
cost-12001,2025-11-19,clearwater-sales,eks,dev,12.45
cost-12002,2025-11-19,clearwater-sales,eks,uat,25.94
cost-12003,2025-11-19,clearwater-sales,eks,prod,93.24
cost-12004,2025-11-19,clearwater-sales,cloudwatch,dev,9.27
cost-12005,2025-11-19,clearwater-sales,cloudwatch,uat,19.35
cost-12006,2025-11-19,clearwater-sales,cloudwatch,prod,80.92
cost-12007,2025-11-19,clearwater-collateral,ec2,dev,12.53
cost-12008,2025-11-19,clearwater-collateral,ec2,uat,26.48
cost-12009,2025-11-19,clearwater-collateral,ec2,prod,95.32
cost-12010,2025-11-19,clearwater-collateral,rds,dev,31.75
cost-12011,2025-11-19,clearwater-collateral,rds,uat,67.76
cost-12012,2025-11-19,clearwater-collateral,rds,prod,224.89
cost-12013,2025-11-19,clearwater-collateral,s3,dev,29.47
cost-12014,2025-11-19,clearwater-collateral,s3,uat,48.85
cost-12015,2025-11-19,clearwater-collateral,s3,prod,191.34
cost-12016,2025-11-19,clearwater-collateral,lambda,dev,7.14
cost-12017,2025-11-19,clearwater-collateral,lambda,uat,13.74
cost-12018,2025-11-19,clearwater-collateral,lambda,prod,55.15
cost-12019,2025-11-19,clearwater-collateral,eks,dev,7.11
cost-12020,2025-11-19,clearwater-collateral,eks,uat,12.07
cost-12021,2025-11-19,clearwater-collateral,eks,prod,50.95
cost-12022,2025-11-19,clearwater-collateral,cloudwatch,dev,4.59
cost-12023,2025-11-19,clearwater-collateral,cloudwatch,uat,9.04
cost-12024,2025-11-19,clearwater-collateral,cloudwatch,prod,34.26
cost-12025,2025-11-20,clearwater-trade,ec2,dev,98.31
cost-12026,2025-11-20,clearwater-trade,ec2,uat,205.72
cost-12027,2025-11-20,clearwater-trade,ec2,prod,679.62
cost-12028,2025-11-20,clearwater-trade,rds,dev,83.22
cost-12029,2025-11-20,clearwater-trade,rds,uat,134.12
cost-12030,2025-11-20,clearwater-trade,rds,prod,512.31
cost-12031,2025-11-20,clearwater-trade,s3,dev,15.69
cost-12032,2025-11-20,clearwater-trade,s3,uat,27.49
cost-12033,2025-11-20,clearwater-trade,s3,prod,96.13
cost-12034,2025-11-20,clearwater-trade,lambda,dev,30.35
cost-12035,2025-11-20,clearwater-trade,lambda,uat,52.18
cost-12036,2025-11-20,clearwater-trade,lambda,prod,205.54
cost-12037,2025-11-20,clearwater-trade,eks,dev,62.01
cost-12038,2025-11-20,clearwater-trade,eks,uat,110.23
cost-12039,2025-11-20,clearwater-trade,eks,prod,446.16
cost-12040,2025-11-20,clearwater-trade,cloudwatch,dev,13.76
cost-12041,2025-11-20,clearwater-trade,cloudwatch,uat,31.30
cost-12042,2025-11-20,clearwater-trade,cloudwatch,prod,108.55
cost-12043,2025-11-20,clearwater-settlement,ec2,dev,74.55
cost-12044,2025-11-20,clearwater-settlement,ec2,uat,130.40
cost-12045,2025-11-20,clearwater-settlement,ec2,prod,566.49
cost-12046,2025-11-20,clearwater-settlement,rds,dev,73.86
cost-12047,2025-11-20,clearwater-settlement,rds,uat,141.12
cost-12048,2025-11-20,clearwater-settlement,rds,prod,599.09
cost-12049,2025-11-20,clearwater-settlement,s3,dev,21.45
cost-12050,2025-11-20,clearwater-settlement,s3,uat,43.16
cost-12051,2025-11-20,clearwater-settlement,s3,prod,144.48
cost-12052,2025-11-20,clearwater-settlement,lambda,dev,31.66
cost-12053,2025-11-20,clearwater-settlement,lambda,uat,68.29
cost-12054,2025-11-20,clearwater-settlement,lambda,prod,223.01
cost-12055,2025-11-20,clearwater-settlement,eks,dev,42.45
cost-12056,2025-11-20,clearwater-settlement,eks,uat,74.81
cost-12057,2025-11-20,clearwater-settlement,eks,prod,260.26
cost-12058,2025-11-20,clearwater-settlement,cloudwatch,dev,10.85
cost-12059,2025-11-20,clearwater-settlement,cloudwatch,uat,27.85
cost-12060,2025-11-20,clearwater-settlement,cloudwatch,prod,93.42
cost-12061,2025-11-20,clearwater-sales,ec2,dev,31.12
cost-12062,2025-11-20,clearwater-sales,ec2,uat,66.76
cost-12063,2025-11-20,clearwater-sales,ec2,prod,226.89
cost-12064,2025-11-20,clearwater-sales,rds,dev,19.49
cost-12065,2025-11-20,clearwater-sales,rds,uat,43.44
cost-12066,2025-11-20,clearwater-sales,rds,prod,131.58
cost-12067,2025-11-20,clearwater-sales,s3,dev,17.82
cost-12068,2025-11-20,clearwater-sales,s3,uat,33.14
cost-12069,2025-11-20,clearwater-sales,s3,prod,108.71
cost-12070,2025-11-20,clearwater-sales,lambda,dev,37.82
cost-12071,2025-11-20,clearwater-sales,lambda,uat,84.72
cost-12072,2025-11-20,clearwater-sales,lambda,prod,256.18
cost-12073,2025-11-20,clearwater-sales,eks,dev,12.46
cost-12074,2025-11-20,clearwater-sales,eks,uat,27.70
cost-12075,2025-11-20,clearwater-sales,eks,prod,96.29
cost-12076,2025-11-20,clearwater-sales,cloudwatch,dev,10.18
cost-12077,2025-11-20,clearwater-sales,cloudwatch,uat,18.39
cost-12078,2025-11-20,clearwater-sales,cloudwatch,prod,81.69
cost-12079,2025-11-20,clearwater-collateral,ec2,dev,14.31
cost-12080,2025-11-20,clearwater-collateral,ec2,uat,27.41
cost-12081,2025-11-20,clearwater-collateral,ec2,prod,90.60
cost-12082,2025-11-20,clearwater-collateral,rds,dev,36.66
cost-12083,2025-11-20,clearwater-collateral,rds,uat,67.44
cost-12084,2025-11-20,clearwater-collateral,rds,prod,231.66
cost-12085,2025-11-20,clearwater-collateral,s3,dev,24.83
cost-12086,2025-11-20,clearwater-collateral,s3,uat,56.67
cost-12087,2025-11-20,clearwater-collateral,s3,prod,213.66
cost-12088,2025-11-20,clearwater-collateral,lambda,dev,6.80
cost-12089,2025-11-20,clearwater-collateral,lambda,uat,15.20
cost-12090,2025-11-20,clearwater-collateral,lambda,prod,53.88
cost-12091,2025-11-20,clearwater-collateral,eks,dev,7.07
cost-12092,2025-11-20,clearwater-collateral,eks,uat,13.12
cost-12093,2025-11-20,clearwater-collateral,eks,prod,51.95
cost-12094,2025-11-20,clearwater-collateral,cloudwatch,dev,5.15
cost-12095,2025-11-20,clearwater-collateral,cloudwatch,uat,10.40
cost-12096,2025-11-20,clearwater-collateral,cloudwatch,prod,28.73
cost-12097,2025-11-21,clearwater-trade,ec2,dev,94.83
cost-12098,2025-11-21,clearwater-trade,ec2,uat,221.19
cost-12099,2025-11-21,clearwater-trade,ec2,prod,605.99
cost-12100,2025-11-21,clearwater-trade,rds,dev,82.66
cost-12101,2025-11-21,clearwater-trade,rds,uat,165.59
cost-12102,2025-11-21,clearwater-trade,rds,prod,472.98
cost-12103,2025-11-21,clearwater-trade,s3,dev,12.65
cost-12104,2025-11-21,clearwater-trade,s3,uat,27.90
cost-12105,2025-11-21,clearwater-trade,s3,prod,98.30
cost-12106,2025-11-21,clearwater-trade,lambda,dev,31.23
cost-12107,2025-11-21,clearwater-trade,lambda,uat,53.48
cost-12108,2025-11-21,clearwater-trade,lambda,prod,223.32
cost-12109,2025-11-21,clearwater-trade,eks,dev,51.14
cost-12110,2025-11-21,clearwater-trade,eks,uat,124.15
cost-12111,2025-11-21,clearwater-trade,eks,prod,420.08
cost-12112,2025-11-21,clearwater-trade,cloudwatch,dev,12.99
cost-12113,2025-11-21,clearwater-trade,cloudwatch,uat,26.22
cost-12114,2025-11-21,clearwater-trade,cloudwatch,prod,109.80
cost-12115,2025-11-21,clearwater-settlement,ec2,dev,73.22
cost-12116,2025-11-21,clearwater-settlement,ec2,uat,152.87
cost-12117,2025-11-21,clearwater-settlement,ec2,prod,572.54
cost-12118,2025-11-21,clearwater-settlement,rds,dev,76.01
cost-12119,2025-11-21,clearwater-settlement,rds,uat,139.63
cost-12120,2025-11-21,clearwater-settlement,rds,prod,456.55
cost-12121,2025-11-21,clearwater-settlement,s3,dev,17.86
cost-12122,2025-11-21,clearwater-settlement,s3,uat,43.80
cost-12123,2025-11-21,clearwater-settlement,s3,prod,141.06
cost-12124,2025-11-21,clearwater-settlement,lambda,dev,32.45
cost-12125,2025-11-21,clearwater-settlement,lambda,uat,58.14
cost-12126,2025-11-21,clearwater-settlement,lambda,prod,220.48
cost-12127,2025-11-21,clearwater-settlement,eks,dev,32.80
cost-12128,2025-11-21,clearwater-settlement,eks,uat,81.06
cost-12129,2025-11-21,clearwater-settlement,eks,prod,286.46
cost-12130,2025-11-21,clearwater-settlement,cloudwatch,dev,11.21
cost-12131,2025-11-21,clearwater-settlement,cloudwatch,uat,27.07
cost-12132,2025-11-21,clearwater-settlement,cloudwatch,prod,78.77
cost-12133,2025-11-21,clearwater-sales,ec2,dev,27.64
cost-12134,2025-11-21,clearwater-sales,ec2,uat,60.23
cost-12135,2025-11-21,clearwater-sales,ec2,prod,229.79
cost-12136,2025-11-21,clearwater-sales,rds,dev,17.65
cost-12137,2025-11-21,clearwater-sales,rds,uat,37.72
cost-12138,2025-11-21,clearwater-sales,rds,prod,147.76
cost-12139,2025-11-21,clearwater-sales,s3,dev,13.29
cost-12140,2025-11-21,clearwater-sales,s3,uat,29.69
cost-12141,2025-11-21,clearwater-sales,s3,prod,104.21
cost-12142,2025-11-21,clearwater-sales,lambda,dev,35.70
cost-12143,2025-11-21,clearwater-sales,lambda,uat,71.31
cost-12144,2025-11-21,clearwater-sales,lambda,prod,242.89
cost-12145,2025-11-21,clearwater-sales,eks,dev,11.44
cost-12146,2025-11-21,clearwater-sales,eks,uat,25.75
cost-12147,2025-11-21,clearwater-sales,eks,prod,81.59
cost-12148,2025-11-21,clearwater-sales,cloudwatch,dev,10.97
cost-12149,2025-11-21,clearwater-sales,cloudwatch,uat,18.48
cost-12150,2025-11-21,clearwater-sales,cloudwatch,prod,62.33
cost-12151,2025-11-21,clearwater-collateral,ec2,dev,14.00
cost-12152,2025-11-21,clearwater-collateral,ec2,uat,25.48
cost-12153,2025-11-21,clearwater-collateral,ec2,prod,95.24
cost-12154,2025-11-21,clearwater-collateral,rds,dev,37.31
cost-12155,2025-11-21,clearwater-collateral,rds,uat,74.01
cost-12156,2025-11-21,clearwater-collateral,rds,prod,262.76
cost-12157,2025-11-21,clearwater-collateral,s3,dev,29.62
cost-12158,2025-11-21,clearwater-collateral,s3,uat,61.48
cost-12159,2025-11-21,clearwater-collateral,s3,prod,200.82
cost-12160,2025-11-21,clearwater-collateral,lambda,dev,8.02
cost-12161,2025-11-21,clearwater-collateral,lambda,uat,13.56
cost-12162,2025-11-21,clearwater-collateral,lambda,prod,51.42
cost-12163,2025-11-21,clearwater-collateral,eks,dev,6.96
cost-12164,2025-11-21,clearwater-collateral,eks,uat,12.47
cost-12165,2025-11-21,clearwater-collateral,eks,prod,44.97
cost-12166,2025-11-21,clearwater-collateral,cloudwatch,dev,5.38
cost-12167,2025-11-21,clearwater-collateral,cloudwatch,uat,8.24
cost-12168,2025-11-21,clearwater-collateral,cloudwatch,prod,33.64
cost-12169,2025-11-22,clearwater-trade,ec2,dev,116.09
cost-12170,2025-11-22,clearwater-trade,ec2,uat,191.13
cost-12171,2025-11-22,clearwater-trade,ec2,prod,801.82
cost-12172,2025-11-22,clearwater-trade,rds,dev,83.00
cost-12173,2025-11-22,clearwater-trade,rds,uat,148.76
cost-12174,2025-11-22,clearwater-trade,rds,prod,561.25
cost-12175,2025-11-22,clearwater-trade,s3,dev,12.59
cost-12176,2025-11-22,clearwater-trade,s3,uat,31.47
cost-12177,2025-11-22,clearwater-trade,s3,prod,100.64
cost-12178,2025-11-22,clearwater-trade,lambda,dev,31.59
cost-12179,2025-11-22,clearwater-trade,lambda,uat,55.48
cost-12180,2025-11-22,clearwater-trade,lambda,prod,173.10
cost-12181,2025-11-22,clearwater-trade,eks,dev,63.19
cost-12182,2025-11-22,clearwater-trade,eks,uat,101.41
cost-12183,2025-11-22,clearwater-trade,eks,prod,444.86
cost-12184,2025-11-22,clearwater-trade,cloudwatch,dev,16.40
cost-12185,2025-11-22,clearwater-trade,cloudwatch,uat,27.93
cost-12186,2025-11-22,clearwater-trade,cloudwatch,prod,90.93
cost-12187,2025-11-22,clearwater-settlement,ec2,dev,74.67
cost-12188,2025-11-22,clearwater-settlement,ec2,uat,141.08
cost-12189,2025-11-22,clearwater-settlement,ec2,prod,450.90
cost-12190,2025-11-22,clearwater-settlement,rds,dev,78.10
cost-12191,2025-11-22,clearwater-settlement,rds,uat,150.42
cost-12192,2025-11-22,clearwater-settlement,rds,prod,508.29
cost-12193,2025-11-22,clearwater-settlement,s3,dev,17.95
cost-12194,2025-11-22,clearwater-settlement,s3,uat,36.74
cost-12195,2025-11-22,clearwater-settlement,s3,prod,146.94
cost-12196,2025-11-22,clearwater-settlement,lambda,dev,31.88
cost-12197,2025-11-22,clearwater-settlement,lambda,uat,53.98
cost-12198,2025-11-22,clearwater-settlement,lambda,prod,214.74
cost-12199,2025-11-22,clearwater-settlement,eks,dev,38.57
cost-12200,2025-11-22,clearwater-settlement,eks,uat,83.51
cost-12201,2025-11-22,clearwater-settlement,eks,prod,275.60
cost-12202,2025-11-22,clearwater-settlement,cloudwatch,dev,12.47
cost-12203,2025-11-22,clearwater-settlement,cloudwatch,uat,27.91
cost-12204,2025-11-22,clearwater-settlement,cloudwatch,prod,87.50
cost-12205,2025-11-22,clearwater-sales,ec2,dev,28.99
cost-12206,2025-11-22,clearwater-sales,ec2,uat,74.25
cost-12207,2025-11-22,clearwater-sales,ec2,prod,199.80
cost-12208,2025-11-22,clearwater-sales,rds,dev,20.89
cost-12209,2025-11-22,clearwater-sales,rds,uat,40.25
cost-12210,2025-11-22,clearwater-sales,rds,prod,150.38
cost-12211,2025-11-22,clearwater-sales,s3,dev,14.93
cost-12212,2025-11-22,clearwater-sales,s3,uat,31.31
cost-12213,2025-11-22,clearwater-sales,s3,prod,108.62
cost-12214,2025-11-22,clearwater-sales,lambda,dev,41.49
cost-12215,2025-11-22,clearwater-sales,lambda,uat,69.92
cost-12216,2025-11-22,clearwater-sales,lambda,prod,268.62
cost-12217,2025-11-22,clearwater-sales,eks,dev,13.21
cost-12218,2025-11-22,clearwater-sales,eks,uat,25.12
cost-12219,2025-11-22,clearwater-sales,eks,prod,99.50
cost-12220,2025-11-22,clearwater-sales,cloudwatch,dev,9.38
cost-12221,2025-11-22,clearwater-sales,cloudwatch,uat,18.47
cost-12222,2025-11-22,clearwater-sales,cloudwatch,prod,66.14
cost-12223,2025-11-22,clearwater-collateral,ec2,dev,13.89
cost-12224,2025-11-22,clearwater-collateral,ec2,uat,28.68
cost-12225,2025-11-22,clearwater-collateral,ec2,prod,105.31
cost-12226,2025-11-22,clearwater-collateral,rds,dev,36.67
cost-12227,2025-11-22,clearwater-collateral,rds,uat,62.90
cost-12228,2025-11-22,clearwater-collateral,rds,prod,261.29
cost-12229,2025-11-22,clearwater-collateral,s3,dev,27.91
cost-12230,2025-11-22,clearwater-collateral,s3,uat,51.17
cost-12231,2025-11-22,clearwater-collateral,s3,prod,204.45
cost-12232,2025-11-22,clearwater-collateral,lambda,dev,7.09
cost-12233,2025-11-22,clearwater-collateral,lambda,uat,15.25
cost-12234,2025-11-22,clearwater-collateral,lambda,prod,54.14
cost-12235,2025-11-22,clearwater-collateral,eks,dev,6.23
cost-12236,2025-11-22,clearwater-collateral,eks,uat,12.57
cost-12237,2025-11-22,clearwater-collateral,eks,prod,46.08
cost-12238,2025-11-22,clearwater-collateral,cloudwatch,dev,4.15
cost-12239,2025-11-22,clearwater-collateral,cloudwatch,uat,9.16
cost-12240,2025-11-22,clearwater-collateral,cloudwatch,prod,32.24
cost-12241,2025-11-23,clearwater-trade,ec2,dev,99.56
cost-12242,2025-11-23,clearwater-trade,ec2,uat,213.99
cost-12243,2025-11-23,clearwater-trade,ec2,prod,691.49
cost-12244,2025-11-23,clearwater-trade,rds,dev,71.03
cost-12245,2025-11-23,clearwater-trade,rds,uat,136.60
cost-12246,2025-11-23,clearwater-trade,rds,prod,454.41
cost-12247,2025-11-23,clearwater-trade,s3,dev,14.14
cost-12248,2025-11-23,clearwater-trade,s3,uat,31.63
cost-12249,2025-11-23,clearwater-trade,s3,prod,104.34
cost-12250,2025-11-23,clearwater-trade,lambda,dev,33.22
cost-12251,2025-11-23,clearwater-trade,lambda,uat,50.50
cost-12252,2025-11-23,clearwater-trade,lambda,prod,186.28
cost-12253,2025-11-23,clearwater-trade,eks,dev,55.43
cost-12254,2025-11-23,clearwater-trade,eks,uat,99.34
cost-12255,2025-11-23,clearwater-trade,eks,prod,438.75
cost-12256,2025-11-23,clearwater-trade,cloudwatch,dev,13.87
cost-12257,2025-11-23,clearwater-trade,cloudwatch,uat,27.18
cost-12258,2025-11-23,clearwater-trade,cloudwatch,prod,98.86
cost-12259,2025-11-23,clearwater-settlement,ec2,dev,68.57
cost-12260,2025-11-23,clearwater-settlement,ec2,uat,148.43
cost-12261,2025-11-23,clearwater-settlement,ec2,prod,472.97
cost-12262,2025-11-23,clearwater-settlement,rds,dev,82.57
cost-12263,2025-11-23,clearwater-settlement,rds,uat,165.85
cost-12264,2025-11-23,clearwater-settlement,rds,prod,573.95
cost-12265,2025-11-23,clearwater-settlement,s3,dev,22.48
cost-12266,2025-11-23,clearwater-settlement,s3,uat,38.84
cost-12267,2025-11-23,clearwater-settlement,s3,prod,146.72
cost-12268,2025-11-23,clearwater-settlement,lambda,dev,31.05
cost-12269,2025-11-23,clearwater-settlement,lambda,uat,64.17
cost-12270,2025-11-23,clearwater-settlement,lambda,prod,201.63
cost-12271,2025-11-23,clearwater-settlement,eks,dev,35.98
cost-12272,2025-11-23,clearwater-settlement,eks,uat,77.23
cost-12273,2025-11-23,clearwater-settlement,eks,prod,228.23
cost-12274,2025-11-23,clearwater-settlement,cloudwatch,dev,12.29
cost-12275,2025-11-23,clearwater-settlement,cloudwatch,uat,23.88
cost-12276,2025-11-23,clearwater-settlement,cloudwatch,prod,84.60
cost-12277,2025-11-23,clearwater-sales,ec2,dev,30.54
cost-12278,2025-11-23,clearwater-sales,ec2,uat,71.47
cost-12279,2025-11-23,clearwater-sales,ec2,prod,250.41
cost-12280,2025-11-23,clearwater-sales,rds,dev,16.88
cost-12281,2025-11-23,clearwater-sales,rds,uat,36.99
cost-12282,2025-11-23,clearwater-sales,rds,prod,151.67
cost-12283,2025-11-23,clearwater-sales,s3,dev,14.82
cost-12284,2025-11-23,clearwater-sales,s3,uat,26.83
cost-12285,2025-11-23,clearwater-sales,s3,prod,108.75
cost-12286,2025-11-23,clearwater-sales,lambda,dev,38.26
cost-12287,2025-11-23,clearwater-sales,lambda,uat,84.85
cost-12288,2025-11-23,clearwater-sales,lambda,prod,277.15
cost-12289,2025-11-23,clearwater-sales,eks,dev,14.07
cost-12290,2025-11-23,clearwater-sales,eks,uat,24.30
cost-12291,2025-11-23,clearwater-sales,eks,prod,90.01
cost-12292,2025-11-23,clearwater-sales,cloudwatch,dev,10.73
cost-12293,2025-11-23,clearwater-sales,cloudwatch,uat,23.23
cost-12294,2025-11-23,clearwater-sales,cloudwatch,prod,72.63
cost-12295,2025-11-23,clearwater-collateral,ec2,dev,13.30
cost-12296,2025-11-23,clearwater-collateral,ec2,uat,31.94
cost-12297,2025-11-23,clearwater-collateral,ec2,prod,97.77
cost-12298,2025-11-23,clearwater-collateral,rds,dev,37.75
cost-12299,2025-11-23,clearwater-collateral,rds,uat,71.51
cost-12300,2025-11-23,clearwater-collateral,rds,prod,222.49
cost-12301,2025-11-23,clearwater-collateral,s3,dev,26.13
cost-12302,2025-11-23,clearwater-collateral,s3,uat,53.49
cost-12303,2025-11-23,clearwater-collateral,s3,prod,192.37
cost-12304,2025-11-23,clearwater-collateral,lambda,dev,6.58
cost-12305,2025-11-23,clearwater-collateral,lambda,uat,13.87
cost-12306,2025-11-23,clearwater-collateral,lambda,prod,51.48
cost-12307,2025-11-23,clearwater-collateral,eks,dev,6.03
cost-12308,2025-11-23,clearwater-collateral,eks,uat,12.63
cost-12309,2025-11-23,clearwater-collateral,eks,prod,39.51
cost-12310,2025-11-23,clearwater-collateral,cloudwatch,dev,5.30
cost-12311,2025-11-23,clearwater-collateral,cloudwatch,uat,8.84
cost-12312,2025-11-23,clearwater-collateral,cloudwatch,prod,33.77
cost-12313,2025-11-24,clearwater-trade,ec2,dev,93.05
cost-12314,2025-11-24,clearwater-trade,ec2,uat,211.67
cost-12315,2025-11-24,clearwater-trade,ec2,prod,671.31
cost-12316,2025-11-24,clearwater-trade,rds,dev,77.64
cost-12317,2025-11-24,clearwater-trade,rds,uat,156.24
cost-12318,2025-11-24,clearwater-trade,rds,prod,536.81
cost-12319,2025-11-24,clearwater-trade,s3,dev,13.03
cost-12320,2025-11-24,clearwater-trade,s3,uat,24.78
cost-12321,2025-11-24,clearwater-trade,s3,prod,90.59
cost-12322,2025-11-24,clearwater-trade,lambda,dev,29.03
cost-12323,2025-11-24,clearwater-trade,lambda,uat,49.81
cost-12324,2025-11-24,clearwater-trade,lambda,prod,223.47
cost-12325,2025-11-24,clearwater-trade,eks,dev,54.66
cost-12326,2025-11-24,clearwater-trade,eks,uat,123.74
cost-12327,2025-11-24,clearwater-trade,eks,prod,406.49
cost-12328,2025-11-24,clearwater-trade,cloudwatch,dev,16.01
cost-12329,2025-11-24,clearwater-trade,cloudwatch,uat,32.93
cost-12330,2025-11-24,clearwater-trade,cloudwatch,prod,94.86
cost-12331,2025-11-24,clearwater-settlement,ec2,dev,68.68
cost-12332,2025-11-24,clearwater-settlement,ec2,uat,158.48
cost-12333,2025-11-24,clearwater-settlement,ec2,prod,554.94
cost-12334,2025-11-24,clearwater-settlement,rds,dev,75.48
cost-12335,2025-11-24,clearwater-settlement,rds,uat,154.05
cost-12336,2025-11-24,clearwater-settlement,rds,prod,583.34
cost-12337,2025-11-24,clearwater-settlement,s3,dev,19.43
cost-12338,2025-11-24,clearwater-settlement,s3,uat,41.49
cost-12339,2025-11-24,clearwater-settlement,s3,prod,135.13
cost-12340,2025-11-24,clearwater-settlement,lambda,dev,32.31
cost-12341,2025-11-24,clearwater-settlement,lambda,uat,64.49
cost-12342,2025-11-24,clearwater-settlement,lambda,prod,201.51
cost-12343,2025-11-24,clearwater-settlement,eks,dev,42.73
cost-12344,2025-11-24,clearwater-settlement,eks,uat,65.89
cost-12345,2025-11-24,clearwater-settlement,eks,prod,274.54
cost-12346,2025-11-24,clearwater-settlement,cloudwatch,dev,13.09
cost-12347,2025-11-24,clearwater-settlement,cloudwatch,uat,28.17
cost-12348,2025-11-24,clearwater-settlement,cloudwatch,prod,87.58
cost-12349,2025-11-24,clearwater-sales,ec2,dev,33.93
cost-12350,2025-11-24,clearwater-sales,ec2,uat,66.63
cost-12351,2025-11-24,clearwater-sales,ec2,prod,196.31
cost-12352,2025-11-24,clearwater-sales,rds,dev,18.28
